CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
100000178,Attrited Customer,52,F,5,Graduate,Single,$40K - $60K,Blue,32,3,6,2,6387.19,2296.71,4090.48,0.71,9996,113,2.35,0.36
100000179,Existing Customer,27,F,1,Doctorate,Divorced,$40K - $60K,Blue,28,5,6,3,23586.87,969.81,22617.06,2.18,2615,33,0.91,0.04
100000180,Existing Customer,58,M,5,College,Married,$120K +,Blue,30,4,1,5,13641.22,2025.79,11615.43,0.6,6375,98,1.56,0.15
100000181,Existing Customer,41,M,5,Uneducated,Married,$80K - $120K,Blue,25,1,3,4,13552.39,386.14,13166.25,2.13,14445,121,2.0,0.03
100000182,Attrited Customer,64,F,0,Doctorate,Divorced,Unknown,Blue,60,1,4,0,14350.42,1418.83,12931.59,1.51,10444,94,0.48,0.1
100000183,Attrited Customer,47,M,0,College,Single,$120K +,Blue,45,3,2,0,28061.96,83.62,27978.34,0.38,10880,30,1.43,0.0
100000184,Existing Customer,68,F,4,Doctorate,Married,$120K +,Silver,59,4,5,2,24767.84,696.83,24071.01,1.88,16182,134,0.75,0.03
100000185,Existing Customer,72,M,2,Doctorate,Married,Unknown,Platinum,31,5,6,6,4605.21,2074.14,2531.07,2.14,11553,95,1.39,0.45
100000186,Existing Customer,38,F,5,Uneducated,Divorced,$80K - $120K,Blue,32,3,1,6,12708.15,1135.89,11572.26,0.77,6219,50,2.83,0.09
100000187,Existing Customer,27,M,0,Graduate,Single,$80K - $120K,Blue,59,2,2,6,23910.29,1648.75,22261.54,2.82,13655,139,2.6,0.07
100000188,Existing Customer,39,F,5,College,Divorced,$60K - $80K,Blue,14,3,1,2,34188.39,2018.05,32170.34,0.84,16823,117,1.54,0.06
100000189,Existing Customer,63,M,5,Graduate,Divorced,$60K - $80K,Blue,25,2,0,1,32016.61,1325.83,30690.78,1.07,1213,37,1.73,0.04
100000190,Existing Customer,66,M,0,College,Single,$60K - $80K,Blue,32,1,6,1,9441.3,1464.56,7976.74,2.26,5786,61,0.76,0.16
100000191,Attrited Customer,53,F,1,Uneducated,Married,$80K - $120K,Blue,38,3,4,3,3245.12,1915.86,1329.26,0.76,8292,80,0.75,0.59
100000192,Attrited Customer,32,F,1,Graduate,Divorced,Less than $40K,Blue,18,3,1,2,20490.96,301.11,20189.85,2.78,11069,78,2.02,0.01
100000193,Existing Customer,43,M,5,Uneducated,Married,$120K +,Blue,53,1,0,3,14812.51,178.88,14633.63,1.99,4367,99,1.23,0.01
100000194,Existing Customer,66,F,1,Doctorate,Married,$60K - $80K,Gold,40,5,4,4,7235.26,1554.81,5680.45,2.3,11097,22,2.64,0.21
100000195,Existing Customer,61,F,5,Doctorate,Married,Less than $40K,Blue,20,6,5,1,23156.0,2437.66,20718.34,0.53,13298,50,2.48,0.11
100000196,Existing Customer,66,F,4,Uneducated,Married,$120K +,Blue,51,3,1,6,6451.93,1611.88,4840.05,2.5,12235,147,2.54,0.25
100000197,Attrited Customer,61,F,0,College,Divorced,Unknown,Blue,26,4,4,3,12950.37,1762.75,11187.62,1.79,19015,22,1.25,0.14
100000198,Attrited Customer,69,M,5,Doctorate,Single,Unknown,Blue,55,6,1,6,28015.3,1646.38,26368.92,2.35,14237,131,2.61,0.06
100000199,Existing Customer,29,F,1,College,Married,Unknown,Blue,39,1,3,2,24266.17,1514.24,22751.93,0.4,3791,31,1.14,0.06
100000200,Existing Customer,55,M,1,Graduate,Married,Less than $40K,Blue,49,5,1,4,21642.17,494.05,21148.12,1.9,5614,146,2.05,0.02
100000201,Existing Customer,49,M,3,Post-Graduate,Married,Unknown,Blue,26,6,1,1,32648.11,2100.69,30547.42,2.13,10110,65,1.13,0.06
100000202,Existing Customer,45,F,3,Doctorate,Single,$40K - $60K,Blue,26,1,0,3,5263.87,1441.03,3822.84,1.59,11130,27,2.5,0.27
100000203,Attrited Customer,71,F,1,Doctorate,Married,$40K - $60K,Blue,41,1,3,5,24492.73,2445.91,22046.82,2.54,11949,44,1.15,0.1
100000204,Existing Customer,56,M,4,High School,Single,Unknown,Blue,43,5,2,2,4989.14,172.7,4816.44,2.83,7592,63,2.79,0.03
100000205,Existing Customer,49,F,2,College,Divorced,$120K +,Blue,51,6,4,3,5636.74,746.21,4890.53,0.82,4435,14,2.52,0.13
100000206,Existing Customer,32,F,5,Uneducated,Single,Less than $40K,Blue,23,5,6,1,18218.48,248.4,17970.08,0.37,18188,19,2.1,0.01
100000207,Existing Customer,51,M,3,High School,Married,Less than $40K,Blue,31,5,2,4,1819.75,2147.9,-328.15,2.36,1917,90,0.58,1.18
100000208,Existing Customer,38,M,5,Graduate,Divorced,Unknown,Blue,38,6,2,0,18033.94,2044.68,15989.26,1.55,16730,46,2.36,0.11
100000209,Existing Customer,33,M,3,High School,Single,$80K - $120K,Blue,13,6,6,5,1322.28,1932.64,-610.36,0.36,19912,60,2.35,1.46
100000210,Existing Customer,30,F,0,High School,Married,$60K - $80K,Blue,52,4,3,4,21482.11,1696.51,19785.6,0.45,8265,139,2.63,0.08
100000211,Existing Customer,69,F,0,Post-Graduate,Divorced,$120K +,Blue,33,2,3,6,11608.34,266.49,11341.85,0.84,9023,94,1.21,0.02
100000212,Existing Customer,38,M,1,Post-Graduate,Divorced,Less than $40K,Blue,37,6,3,6,3831.01,1014.87,2816.14,0.21,3535,56,1.57,0.26
100000213,Existing Customer,54,M,0,High School,Single,$60K - $80K,Gold,51,6,0,3,27548.62,1761.27,25787.35,1.52,7276,94,0.49,0.06
100000214,Existing Customer,45,F,0,Post-Graduate,Married,Unknown,Blue,19,1,0,3,14257.45,902.1,13355.35,1.24,17693,29,2.03,0.06
100000215,Existing Customer,39,F,2,Post-Graduate,Single,$120K +,Blue,47,3,4,6,16096.68,1794.6,14302.08,0.33,17829,51,2.35,0.11
100000216,Existing Customer,57,F,4,High School,Divorced,Less than $40K,Blue,37,2,3,0,13732.28,713.48,13018.8,0.87,16694,134,1.77,0.05
100000217,Existing Customer,52,M,1,College,Divorced,Unknown,Blue,48,3,2,6,3843.43,1358.84,2484.59,2.27,10721,146,1.56,0.35
100000218,Existing Customer,50,F,2,Post-Graduate,Married,$40K - $60K,Blue,28,3,4,3,16637.19,886.33,15750.86,2.46,655,19,2.26,0.05
100000219,Attrited Customer,29,F,1,High School,Divorced,Less than $40K,Blue,18,3,0,5,23624.89,2303.75,21321.14,0.21,5220,99,1.96,0.1
100000220,Existing Customer,46,M,4,College,Married,$40K - $60K,Blue,12,4,6,4,31714.79,1105.98,30608.81,0.5,2496,21,2.44,0.03
100000221,Existing Customer,43,F,1,Doctorate,Single,Unknown,Blue,38,4,6,1,26969.3,716.69,26252.61,3.0,6533,121,0.99,0.03
100000222,Existing Customer,64,M,5,Post-Graduate,Divorced,$40K - $60K,Blue,53,2,1,6,3695.81,142.53,3553.28,2.02,16607,114,2.19,0.04
100000223,Existing Customer,40,F,5,High School,Divorced,$80K - $120K,Gold,37,5,1,4,6637.34,363.64,6273.7,2.12,19395,40,0.73,0.05
100000224,Existing Customer,63,M,5,Post-Graduate,Married,Unknown,Blue,43,4,4,4,2524.09,1412.27,1111.82,1.26,14000,29,2.54,0.56
100000225,Existing Customer,49,M,0,College,Married,Unknown,Blue,25,1,0,5,5059.25,1752.86,3306.39,1.61,9604,148,2.31,0.35
100000226,Attrited Customer,33,M,4,High School,Single,$80K - $120K,Blue,30,2,4,5,17337.94,2385.92,14952.02,1.62,16349,89,2.08,0.14
100000227,Existing Customer,53,F,2,College,Married,$60K - $80K,Blue,20,1,0,5,8471.16,1492.01,6979.15,1.17,10147,45,1.03,0.18
100000228,Attrited Customer,46,F,2,Doctorate,Divorced,$120K +,Blue,54,3,6,5,23029.84,1701.92,21327.92,2.13,7543,55,0.94,0.07
100000229,Existing Customer,41,F,3,Uneducated,Single,$60K - $80K,Blue,55,1,6,4,2100.46,1549.52,550.94,1.8,16099,81,2.68,0.74
100000230,Existing Customer,41,F,2,Graduate,Single,$80K - $120K,Blue,12,4,3,6,30146.38,2256.2,27890.18,2.84,17147,48,1.46,0.07
100000231,Existing Customer,60,M,5,Uneducated,Single,$60K - $80K,Blue,32,1,1,1,24039.77,756.1,23283.67,0.22,7188,65,1.98,0.03
100000232,Existing Customer,42,F,5,Post-Graduate,Married,$120K +,Platinum,31,3,2,3,33948.65,1508.05,32440.6,2.68,6932,20,0.3,0.04
100000233,Existing Customer,34,F,3,College,Married,$120K +,Blue,60,3,3,4,33396.23,2399.46,30996.77,2.86,8461,97,1.77,0.07
100000234,Existing Customer,60,M,0,High School,Divorced,Less than $40K,Blue,44,4,2,1,24559.49,17.82,24541.67,0.61,1933,97,0.65,0.0
100000235,Existing Customer,54,M,2,College,Single,$60K - $80K,Blue,44,2,4,3,6373.5,677.45,5696.05,0.82,5478,112,1.68,0.11
100000236,Existing Customer,64,M,4,Post-Graduate,Single,$80K - $120K,Blue,29,5,1,6,8550.81,1896.96,6653.85,0.34,18655,116,0.86,0.22
100000237,Existing Customer,43,M,3,High School,Single,Less than $40K,Blue,52,6,6,6,10437.79,1174.79,9263.0,0.86,3371,93,2.99,0.11
100000238,Existing Customer,37,F,2,Uneducated,Divorced,$60K - $80K,Blue,28,2,2,1,15506.92,420.95,15085.97,1.99,9183,134,1.34,0.03
100000239,Existing Customer,44,M,0,College,Married,Unknown,Blue,24,5,5,1,20409.67,1429.13,18980.54,0.81,17746,21,1.95,0.07
100000240,Attrited Customer,47,F,4,Graduate,Single,$120K +,Blue,60,6,4,4,24208.4,1287.67,22920.73,2.59,19588,42,1.88,0.05
100000241,Attrited Customer,40,F,4,Doctorate,Married,$80K - $120K,Blue,54,4,0,0,3571.67,1135.3,2436.37,2.76,12797,136,1.22,0.32
100000242,Attrited Customer,26,M,0,Doctorate,Married,Unknown,Blue,60,4,3,4,21758.64,854.36,20904.28,0.28,14199,95,0.68,0.04
100000243,Existing Customer,27,M,2,Post-Graduate,Married,$60K - $80K,Blue,20,4,0,1,3012.35,131.34,2881.01,1.62,14991,43,2.12,0.04
100000244,Existing Customer,33,M,1,Post-Graduate,Married,$120K +,Blue,57,3,6,1,29118.89,1510.31,27608.58,0.24,3098,111,0.35,0.05
100000245,Attrited Customer,47,M,2,College,Married,$120K +,Blue,12,2,6,1,2374.45,1293.14,1081.31,1.93,17273,138,2.19,0.54
100000246,Existing Customer,50,M,3,Uneducated,Divorced,Unknown,Blue,34,5,3,6,14261.62,1463.4,12798.22,1.17,9940,88,1.8,0.1
100000247,Attrited Customer,27,F,3,Uneducated,Married,$60K - $80K,Blue,51,2,1,2,15279.38,6.1,15273.28,2.57,13587,118,1.84,0.0
100000248,Attrited Customer,34,M,2,Graduate,Single,$60K - $80K,Silver,45,5,2,5,20393.12,206.71,20186.41,2.77,9187,131,2.78,0.01
100000249,Attrited Customer,34,F,5,Graduate,Single,$80K - $120K,Blue,47,1,0,4,4245.21,419.24,3825.97,1.6,11227,46,2.24,0.1
100000250,Existing Customer,38,M,3,College,Single,Less than $40K,Blue,56,2,0,0,32725.54,1121.1,31604.44,2.87,8244,74,2.97,0.03
100000251,Existing Customer,31,F,1,High School,Divorced,$120K +,Blue,25,1,2,5,14029.02,2019.75,12009.27,2.63,9809,139,1.3,0.14
100000252,Attrited Customer,55,F,5,Uneducated,Married,Less than $40K,Blue,32,4,2,3,14470.74,614.62,13856.12,0.47,10361,109,2.16,0.04
100000253,Existing Customer,40,F,1,High School,Single,Less than $40K,Blue,54,3,4,0,9264.96,2020.85,7244.11,1.2,13863,25,0.57,0.22
100000254,Existing Customer,40,M,4,High School,Single,$120K +,Blue,54,3,3,5,27544.38,588.14,26956.24,1.15,1255,98,2.64,0.02
100000255,Existing Customer,32,M,3,College,Single,$60K - $80K,Blue,32,6,6,6,1263.89,1872.61,-608.72,1.05,11219,52,2.11,1.48
100000256,Attrited Customer,36,M,5,Graduate,Married,$120K +,Blue,39,2,6,0,4610.94,2185.58,2425.36,2.43,7400,93,1.51,0.47
100000257,Existing Customer,65,F,2,High School,Single,Unknown,Blue,43,1,5,2,17005.9,2041.16,14964.74,1.04,9413,119,1.71,0.12
100000258,Existing Customer,63,F,5,College,Married,Less than $40K,Blue,41,1,5,6,33922.16,1845.96,32076.2,1.26,7067,74,0.79,0.05
100000259,Existing Customer,65,M,4,Graduate,Single,$80K - $120K,Blue,51,5,6,1,2209.98,96.11,2113.87,0.44,12528,45,2.87,0.04
100000260,Existing Customer,27,M,1,High School,Single,$120K +,Blue,23,2,4,6,3107.72,825.38,2282.34,1.66,17764,139,1.79,0.27
100000261,Attrited Customer,64,F,4,High School,Married,$80K - $120K,Blue,40,2,0,0,25306.35,491.28,24815.07,0.53,622,113,0.23,0.02
100000262,Existing Customer,35,F,0,Graduate,Single,$60K - $80K,Blue,12,1,2,5,26005.15,1186.47,24818.68,2.63,10327,95,1.19,0.05
100000263,Existing Customer,69,M,3,Doctorate,Divorced,$60K - $80K,Blue,37,6,6,1,31495.85,885.72,30610.13,2.44,11298,123,1.36,0.03
100000264,Attrited Customer,42,M,2,Graduate,Married,Unknown,Blue,27,6,1,4,20605.4,1544.5,19060.9,1.05,14744,100,1.38,0.07
100000265,Existing Customer,32,M,1,Post-Graduate,Single,$80K - $120K,Blue,29,1,0,6,14720.71,1414.36,13306.35,0.21,4070,66,2.42,0.1
100000266,Existing Customer,65,F,4,Post-Graduate,Divorced,$80K - $120K,Gold,44,6,0,1,16336.53,1077.14,15259.39,0.4,3399,81,2.58,0.07
100000267,Existing Customer,64,F,2,College,Divorced,$120K +,Gold,53,3,5,5,15671.52,1918.53,13752.99,0.81,9490,86,2.13,0.12
100000268,Existing Customer,29,M,3,College,Married,$60K - $80K,Blue,54,2,3,1,34100.25,37.01,34063.24,1.59,5072,110,1.22,0.0
100000269,Existing Customer,60,M,2,Uneducated,Single,$80K - $120K,Blue,34,3,4,4,13922.98,2164.4,11758.58,2.25,7614,82,1.43,0.16
100000270,Existing Customer,72,M,3,Post-Graduate,Married,$40K - $60K,Blue,59,4,5,4,4266.29,7.38,4258.91,0.48,4946,31,2.03,0.0
100000271,Existing Customer,61,M,3,Graduate,Divorced,$120K +,Blue,16,4,3,5,10847.28,1130.04,9717.24,2.18,1751,147,1.98,0.1
100000272,Attrited Customer,56,M,3,Post-Graduate,Divorced,$120K +,Blue,32,1,0,5,33643.01,2203.37,31439.64,1.73,6260,50,2.59,0.07
100000273,Attrited Customer,50,F,4,Doctorate,Married,$40K - $60K,Blue,12,5,2,0,15560.38,1044.99,14515.39,1.94,10476,50,2.9,0.07
100000274,Existing Customer,66,M,3,College,Married,$60K - $80K,Blue,42,1,1,2,11746.51,1889.18,9857.33,2.8,19879,120,1.09,0.16
100000275,Existing Customer,38,F,2,Doctorate,Single,$80K - $120K,Blue,29,2,3,5,11565.64,1007.32,10558.32,2.87,8624,111,1.92,0.09
100000276,Existing Customer,43,F,0,College,Divorced,$80K - $120K,Blue,32,1,5,3,1308.2,2127.31,-819.11,2.26,17511,129,1.05,1.63
100000277,Existing Customer,46,F,2,Doctorate,Married,$60K - $80K,Blue,18,3,0,4,22526.01,2498.08,20027.93,2.14,2357,45,1.97,0.11
100000278,Existing Customer,26,F,4,College,Divorced,$40K - $60K,Blue,12,1,5,6,25625.19,2245.73,23379.46,2.34,7668,50,1.56,0.09
100000279,Existing Customer,61,F,3,Graduate,Married,$40K - $60K,Blue,34,3,5,6,13000.33,139.37,12860.96,2.08,17804,44,1.71,0.01
100000280,Attrited Customer,33,F,0,Doctorate,Single,$40K - $60K,Blue,38,4,4,4,30674.91,370.64,30304.27,0.23,19938,12,1.14,0.01
100000281,Existing Customer,46,F,4,High School,Divorced,$120K +,Blue,13,6,6,3,26258.29,1354.64,24903.65,2.99,6726,76,2.2,0.05
100000282,Existing Customer,68,F,1,College,Single,$80K - $120K,Blue,45,3,3,1,21429.57,2404.0,19025.57,1.98,6047,11,2.89,0.11
100000283,Existing Customer,46,M,1,Post-Graduate,Single,Less than $40K,Blue,27,6,0,4,24929.77,1015.81,23913.96,1.57,12606,78,0.38,0.04
100000284,Existing Customer,52,M,1,High School,Divorced,$120K +,Blue,51,2,4,3,27161.39,692.6,26468.79,1.47,12615,109,2.99,0.03
100000285,Existing Customer,44,M,0,Post-Graduate,Married,$120K +,Blue,21,1,4,0,18919.7,2412.45,16507.25,0.86,18324,131,1.37,0.13
100000286,Existing Customer,48,M,2,College,Single,$80K - $120K,Blue,31,2,1,6,14525.23,1771.96,12753.27,1.54,5437,90,0.63,0.12
100000287,Existing Customer,68,M,0,Graduate,Single,$60K - $80K,Blue,59,3,2,5,5274.27,1926.09,3348.18,2.25,14524,69,1.16,0.37
100000288,Existing Customer,60,F,0,High School,Divorced,Unknown,Blue,48,3,1,2,14768.12,276.85,14491.27,0.91,2247,104,0.8,0.02
100000289,Existing Customer,65,F,0,High School,Divorced,$80K - $120K,Blue,36,3,4,4,19703.26,656.4,19046.86,2.57,3685,84,2.6,0.03
100000290,Existing Customer,67,F,1,College,Divorced,$60K - $80K,Blue,15,3,3,3,33227.38,1259.06,31968.32,0.79,9592,69,0.77,0.04
100000291,Existing Customer,30,F,5,Doctorate,Single,$80K - $120K,Blue,43,3,5,4,6266.43,1841.09,4425.34,2.6,14373,147,0.6,0.29
100000292,Existing Customer,66,F,2,College,Married,$120K +,Blue,56,1,2,1,26736.6,868.21,25868.39,1.84,10569,107,2.13,0.03
100000293,Existing Customer,33,M,5,College,Married,Unknown,Blue,39,5,4,4,9183.93,510.67,8673.26,2.55,15230,51,2.99,0.06
100000294,Existing Customer,36,M,5,Uneducated,Divorced,$40K - $60K,Blue,51,2,2,4,33538.21,1092.89,32445.32,1.37,7756,147,2.35,0.03
100000295,Existing Customer,41,F,0,Graduate,Single,$120K +,Blue,24,4,3,6,21223.46,1060.74,20162.72,1.1,10869,15,0.25,0.05
100000296,Existing Customer,64,M,2,Doctorate,Single,$120K +,Blue,16,4,0,1,15714.62,2182.42,13532.2,2.15,4952,90,0.83,0.14
100000297,Existing Customer,72,M,5,Graduate,Single,Less than $40K,Gold,28,2,0,4,12792.06,2334.41,10457.65,1.22,5512,80,2.47,0.18
100000298,Existing Customer,49,M,3,College,Divorced,$120K +,Blue,58,1,4,5,7867.41,422.04,7445.37,2.87,4368,100,1.58,0.05
100000299,Existing Customer,46,M,0,Uneducated,Single,$120K +,Blue,18,2,6,1,25292.92,698.73,24594.19,2.27,13471,142,0.46,0.03
100000300,Existing Customer,48,M,0,College,Single,$120K +,Blue,21,3,4,3,22622.92,1965.06,20657.86,1.4,10084,81,2.52,0.09
100000301,Existing Customer,63,F,0,College,Married,Unknown,Silver,38,5,1,2,31265.28,612.62,30652.66,0.69,17494,127,2.59,0.02
100000302,Existing Customer,72,M,3,Graduate,Divorced,Less than $40K,Blue,46,2,4,2,21309.5,661.61,20647.89,1.76,14907,129,1.76,0.03
100000303,Existing Customer,33,M,3,Uneducated,Divorced,$60K - $80K,Blue,34,6,0,3,6773.33,1691.6,5081.73,1.87,11211,101,1.44,0.25
100000304,Existing Customer,32,F,1,Graduate,Divorced,Unknown,Blue,27,1,0,0,24216.34,1277.08,22939.26,2.91,12076,122,2.64,0.05
100000305,Attrited Customer,27,F,4,College,Single,Unknown,Blue,38,3,1,0,30878.98,1759.01,29119.97,2.28,18642,18,2.23,0.06
100000306,Existing Customer,55,F,2,Post-Graduate,Single,Less than $40K,Blue,26,2,5,5,34675.72,181.46,34494.26,0.91,4837,68,1.03,0.01
100000307,Existing Customer,38,F,4,High School,Married,$40K - $60K,Blue,17,2,3,2,24292.24,1260.51,23031.73,0.93,16910,43,0.24,0.05
100000308,Existing Customer,48,F,0,Doctorate,Divorced,$60K - $80K,Platinum,53,3,2,3,10844.22,1682.12,9162.1,1.82,16134,66,1.53,0.16
100000309,Existing Customer,54,F,5,College,Single,Unknown,Blue,50,1,0,4,20222.98,1186.02,19036.96,0.53,544,85,0.62,0.06
100000310,Existing Customer,63,F,0,Doctorate,Married,Unknown,Blue,35,5,6,3,18509.45,319.54,18189.91,2.15,9450,50,1.5,0.02
100000311,Existing Customer,62,F,5,Uneducated,Single,Less than $40K,Blue,34,5,2,1,18407.27,334.72,18072.55,0.42,15449,134,1.55,0.02
100000312,Existing Customer,45,M,1,Post-Graduate,Single,$40K - $60K,Blue,16,3,4,3,3673.08,1470.0,2203.08,1.81,4882,55,1.94,0.4
100000313,Attrited Customer,58,F,4,Doctorate,Divorced,$40K - $60K,Blue,18,4,4,5,7614.56,360.11,7254.45,2.95,4530,72,0.62,0.05
100000314,Existing Customer,54,F,0,Doctorate,Divorced,$80K - $120K,Blue,33,1,5,6,18819.95,759.41,18060.54,2.64,6461,67,1.64,0.04
100000315,Existing Customer,40,M,4,Uneducated,Single,$80K - $120K,Blue,40,4,3,0,28138.18,1102.95,27035.23,2.56,19040,59,1.93,0.04
100000316,Existing Customer,48,F,1,College,Single,Unknown,Blue,42,6,5,4,7180.74,1483.29,5697.45,2.3,15511,23,0.83,0.21
100000317,Existing Customer,67,F,4,College,Single,Unknown,Blue,46,4,2,4,6585.57,663.28,5922.29,2.8,17934,74,2.94,0.1
100000318,Existing Customer,28,F,5,High School,Single,$120K +,Blue,45,4,0,2,26835.08,1013.12,25821.96,2.8,19951,80,0.69,0.04
100000319,Existing Customer,62,F,2,Uneducated,Single,$60K - $80K,Blue,30,1,6,1,24478.84,919.56,23559.28,0.65,11390,145,2.3,0.04
100000320,Existing Customer,54,M,1,Post-Graduate,Divorced,Less than $40K,Blue,45,4,1,4,17493.68,242.67,17251.01,0.84,12580,38,0.92,0.01
100000321,Existing Customer,70,M,4,High School,Divorced,$120K +,Blue,41,3,6,2,2712.31,2009.4,702.91,2.79,8708,133,1.39,0.74
100000322,Existing Customer,33,F,0,Uneducated,Single,$60K - $80K,Silver,30,2,0,4,17071.17,1855.96,15215.21,0.97,7772,21,2.45,0.11
100000323,Existing Customer,47,M,3,College,Single,Unknown,Blue,29,3,2,0,29384.97,1960.32,27424.65,1.26,16360,102,1.97,0.07
100000324,Attrited Customer,54,M,3,High School,Divorced,$80K - $120K,Blue,12,2,2,6,1361.13,368.31,992.82,0.32,18868,67,2.92,0.27
100000325,Existing Customer,27,M,1,College,Single,Less than $40K,Blue,52,5,0,4,4488.62,1293.86,3194.76,2.72,8673,122,1.31,0.29
100000326,Existing Customer,66,M,3,Graduate,Divorced,$40K - $60K,Blue,27,4,0,0,28517.43,825.65,27691.78,0.4,6263,16,2.2,0.03
100000327,Existing Customer,70,M,2,Graduate,Divorced,$40K - $60K,Blue,51,5,3,5,18855.17,871.24,17983.93,1.68,7044,27,1.58,0.05
100000328,Existing Customer,26,M,1,High School,Divorced,$120K +,Blue,39,5,4,6,23517.08,164.51,23352.57,0.81,2555,84,0.99,0.01
100000329,Existing Customer,69,F,0,High School,Divorced,$120K +,Blue,22,1,5,3,26331.76,2364.59,23967.17,0.28,1796,111,0.4,0.09
100000330,Existing Customer,45,F,0,Uneducated,Married,Less than $40K,Blue,59,4,3,0,11207.07,2349.25,8857.82,1.01,7059,83,2.25,0.21
100000331,Existing Customer,46,M,1,Post-Graduate,Single,$40K - $60K,Blue,43,5,6,5,11127.76,1020.79,10106.97,2.06,5595,131,0.61,0.09
100000332,Existing Customer,62,M,3,Post-Graduate,Single,$120K +,Blue,37,2,6,0,9974.5,2136.07,7838.43,0.45,5873,41,1.78,0.21
100000333,Existing Customer,33,M,3,Graduate,Single,$40K - $60K,Silver,21,2,0,0,6686.66,825.27,5861.39,2.58,12512,31,2.74,0.12
100000334,Existing Customer,52,F,0,Graduate,Divorced,$80K - $120K,Blue,34,6,0,5,11361.29,1398.54,9962.75,2.14,971,86,0.42,0.12
100000335,Existing Customer,72,F,2,Graduate,Divorced,$120K +,Blue,59,1,1,4,33396.23,1861.51,31534.72,0.36,16100,118,1.96,0.06
100000336,Attrited Customer,60,F,5,College,Divorced,Unknown,Blue,56,5,4,5,3923.19,1307.66,2615.53,1.33,7605,129,0.29,0.33
100000337,Existing Customer,31,F,3,Post-Graduate,Single,$60K - $80K,Blue,50,5,5,1,9181.63,409.52,8772.11,2.46,15793,50,2.34,0.04
100000338,Existing Customer,70,F,2,High School,Divorced,$120K +,Blue,44,5,5,5,11812.59,947.59,10865.0,2.81,15899,23,1.8,0.08
100000339,Existing Customer,69,F,3,Graduate,Married,$80K - $120K,Blue,25,6,1,0,6229.74,1898.76,4330.98,1.96,8094,149,1.41,0.3
100000340,Existing Customer,44,M,5,Doctorate,Single,Less than $40K,Blue,20,6,4,6,3631.65,1952.16,1679.49,2.11,10545,64,1.1,0.54
100000341,Existing Customer,43,F,1,Uneducated,Married,$40K - $60K,Blue,25,1,6,2,6503.17,844.78,5658.39,2.65,18646,139,2.45,0.13
100000342,Existing Customer,26,F,4,High School,Married,Unknown,Blue,47,4,4,4,18945.17,1351.19,17593.98,1.47,718,133,2.47,0.07
100000343,Existing Customer,50,F,0,High School,Single,Less than $40K,Blue,52,5,2,1,21289.58,517.8,20771.78,2.18,12859,112,2.3,0.02
100000344,Existing Customer,52,M,1,High School,Married,$120K +,Blue,13,6,4,6,8318.69,627.71,7690.98,1.82,18060,25,2.38,0.08
100000345,Existing Customer,32,F,3,Post-Graduate,Married,$60K - $80K,Blue,22,5,5,1,18129.33,362.03,17767.3,2.15,15843,32,1.68,0.02
100000346,Existing Customer,69,M,5,Graduate,Divorced,Less than $40K,Blue,25,3,6,6,1211.81,1094.81,117.0,2.67,10269,80,0.39,0.9
100000347,Existing Customer,67,M,0,Uneducated,Married,$60K - $80K,Blue,47,2,0,4,21468.63,1799.71,19668.92,2.41,8632,148,0.4,0.08
100000348,Existing Customer,54,F,4,College,Divorced,$120K +,Blue,46,6,4,2,1044.36,2197.97,-1153.61,0.56,17017,98,1.68,2.1
100000349,Existing Customer,56,F,4,Uneducated,Married,$60K - $80K,Blue,53,4,3,3,22854.41,1361.75,21492.66,2.81,13654,148,1.23,0.06
100000350,Existing Customer,69,F,5,Uneducated,Single,$60K - $80K,Blue,36,4,2,4,17432.92,1630.09,15802.83,0.34,12240,54,1.77,0.09
100000351,Attrited Customer,68,M,5,Doctorate,Single,$80K - $120K,Blue,44,4,1,1,4715.32,667.06,4048.26,2.32,8667,42,0.73,0.14
